Gene symbol	RT-R-MDA-MB-231
OR10K1	0
OR10R2	0
OR6Y1	0
OR6P1	0
OR10X1	0
OR10Z1	0
SPTA1	1
OR6K2	0
OR6K3	0
OR6K6	0
OR6N1	0
OR6N2	0
MNDA	0
PYHIN1	0
IFI16	2010
AIM2	38
CADM3	0
CADM3-AS1	0
ACKR1	0
FCER1A	0
OR10J3	0
OR10J1	0
OR10J5	0
APCS	0
CRP	0
DUSP23	264
FCRL6	0
SLAMF8	1
C1orf204	103
VSIG8	17
CFAP45	17
TAGLN2	13397
IGSF9	0
SLAMF9	1
LINC01133	3
PIGM	468
KCNJ10	1
KCNJ9	0
IGSF8	70
ATP1A2	4
ATP1A4	0
CASQ1	6
LOC729867	12
PEA15	4241
DCAF8	2020
PEX19	593
COPA	1477
SUMO1P3	290
NCSTN	445
NHLH1	10
VANGL2	3
SLAMF6	0
CD84	1
SLAMF1	0
CD48	0
SLAMF7	63
LY9	4
CD244	0
ITLN1	0
LOC101928372	0
ITLN2	0
F11R	476
TSTD1	367
USF1	5
ARHGAP30	173
PVRL4	0
KLHDC9	24
PFDN2	3379
NIT1	187
DEDD	544
UFC1	2557
USP21	71
PPOX	102
B4GALT3	819
ADAMTS4	2
NDUFS2	3203
FCER1G	0
APOA2	0
TOMM40L	259
NR1I3	5
PCP4L1	0
MPZ	9
SDHC	991
CFAP126	7
FCGR2A	5
HSPA6	16
FCGR3A	0
FCGR2C	5
HSPA7	8
FCGR3B	2
FCGR2B	3
RPL31P11	216
FCRLA	3
FCRLB	6
DUSP12	268
ATF6	1071
OLFML2B	12
NOS1AP	30
C1orf111	0
C1orf226	0
SH2D1B	9
UHMK1	452
UAP1	435
DDR2	2
HSD17B7	88
C1orf110	6
RGS4	9
RGS5	21
LOC101928404	0
NUF2	910
LOC100422212	0
PBX1	80
LOC100505795	5
LMX1A	0
RXRG	0
LOC400794	0
LRRC52	0
MGST3	2632
ALDH9A1	1201
LOC440700	0
TMCO1	3456
LOC100147773	4
UCK2	551
FAM78B	4
FMO9P	0
POGK	233
TADA1	95
ILDR2	147
MAEL	42
GPA33	2
DUSP27	0
LINC01363	1
POU2F1	427
CD247	0
CREG1	167
RCSD1	39
MPZL1	522
ADCY10	1
MPC2	223
DCAF6	520
GPR161	122
TIPRL	1026
SFT2D2	14
ANKRD36BP1	1
TBX19	44
LOC100505918	0
LOC101928565	0
XCL2	1
XCL1	7
DPT	0
LINC00626	0
LINC00970	0
ATP1B1	2424
NME7	1286
BLZF1	34
CCDC181	5
SLC19A2	54
F5	0
SELP	0
SELL	0
SELE	0
METTL18	54
C1orf112	131
SCYL3	78
KIFAP3	84
METTL11B	0
LINC01142	0
LOC101928650	2
GORAB	114
PRRX1	21
MROH9	0
FMO3	2
FMO6P	0
FMO2	1
FMO1	0
FMO4	2
TOP1P1	509
PRRC2C	4956
MYOC	0
VAMP4	128
METTL13	271
DNM3	14
DNM3-IT1	0
DNM3OS	4
C1orf105	2
PIGC	561
SUCO	1827
FASLG	3
TNFSF18	0
TNFSF4	5
LOC100506023	4
LOC101928673	93
PRDX6	2039
SLC9C2	0
ANKRD45	2
LOC730159	0
KLHL20	201
CENPL	83
DARS2	113
GAS5-AS1	1045
GAS5	2124
SNORD81	31
SNORD47	12
SNORD80	0
SNORD79	1
SNORD78	1
SNORD44	1
SNORD77	0
SNORD76	3
SNORD75	0
SNORD74	0
ZBTB37	10
SERPINC1	3
RC3H1	244
LOC102724601	1
RABGAP1L	138
GPR52	1
LOC101928696	0
CACYBP	1798
MRPS14	307
TNN	1
KIAA0040	3
TNR	0
LOC101928751	0
RFWD2	155
SCARNA3	0
PAPPA2	20
ASTN1	18
BRINP2	0
LOC102724661	0
LOC101928778	0
SEC16B	0
LOC730102	97
RASAL2-AS1	15
RASAL2	449
TEX35	0
C1orf220	10
RALGPS2	954
ANGPTL1	3
FAM20B	907
TOR3A	408
ABL2	2880
SOAT1	591
AXDND1	6
NPHS2	1
TDRD5	2
FAM163A	1
TOR1AIP2	1486
TOR1AIP1	206
CEP350	932
QSOX1	6830
FLJ23867	1095
LHX4	7
LHX4-AS1	13
ACBD6	285
OVAAL	0
XPR1	132
KIAA1614	3
STX6	305
MR1	71
IER5	3077
LOC101928973	2
GM140	0
CACNA1E	0
ZNF648	1
LINC01344	0
GLUL	318
TEDDM1	4
LINC00272	0
RGSL1	0
RNASEL	15
RGS16	37
LOC284648	4
RGS8	0
NPL	23
DHX9	891
SHCBP1L	0
LAMC1	1743
LAMC2	2656
NMNAT2	694
SMG7-AS1	2
SMG7	1262
NCF2	83
ARPC5	1630
RGL1	75
APOBEC4	2
COLGALT2	193
TSEN15	3237
C1orf21	329
EDEM3	357
FAM129A	2588
RNF2	159
TRMT1L	460
SWT1	52
IVNS1ABP	979
GS1-279B7.1	0
LINC01350	0
HMCN1	3
RNU6-72P	0
PRG4	1035
TPR	2245
C1orf27	369
OCLM	0
LOC102724919	0
PDC	0
PTGS2	351
PACERR	4
PLA2G4A	13
LINC01036	0
BRINP3	0
LINC01351	2
LOC440704	0
RGS18	0
RGS21	0
RGS1	0
RGS13	0
RGS2	103
LINC01032	4
UCHL5	719
TROVE2	374
GLRX2	160
CDC73	466
B3GALT2	4
LINC01031	0
KCNT2	4
CFH	71
CFHR3	0
CFHR1	4
CFHR4	0
CFHR2	0
CFHR5	0
F13B	0
ASPM	865
ZBTB41	189
CRB1	0
DENND1B	80
C1orf53	10
LHX9	3
NEK7	148
ATP6V1G3	0
PTPRC	0
LINC01222	0
LINC01221	0
NR5A2	4
LINC00862	2
ZNF281	543
KIF14	510
DDX59	45
LOC101929224	2
CAMSAP2	554
GPR25	0
C1orf106	120
KIF21B	39
CACNA1S	0
ASCL5	2
TMEM9	771
IGFN1	2028
PKP1	0
TNNT2	0
LAD1	0
TNNI1	0
PHLDA3	897
CSRP1	718
RPS10P7	226
NAV1	688
IPO9-AS1	0
RNU6-79P	0
IPO9	1075
SHISA4	220
LMOD1	5
TIMM17A	864
RNPEP	665
ELF3	296
GPR37L1	1
ARL8A	1783
PTPN7	0
PTPRVP	0
LGR6	15
UBE2T	633
PPP1R12B	115
SYT2	3
KDM5B	400
PCAT6	40
MGAT4EP	2
LOC148709	7
RABIF	172
KLHL12	514
ADIPOR1	164
CYB5R1	381
LOC100506747	0
TMEM183A	46
TMEM183B	141
PPFIA4	106
MYOG	0
ADORA1	22
MYBPH	0
CHI3L1	0
CHIT1	0
LINC01353	2
LINC01136	0
BTG2	3
FMOD	2
PRELP	0
OPTC	0
ATP2B4	238
SNORA77	0
LINC00260	9
LAX1	1
ZC3H11A	446
ZBED6	473
SNRPE	1141
LINC00303	0
SOX13	149
ETNK2	124
LOC101929441	0
REN	0
KISS1	431
GOLT1A	2
PLEKHA6	132
LINC00628	0
PPP1R15B	543
PIK3C2B	19
MDM4	1544
LRRN2	0
NFASC	0
CNTN2	0
TMEM81	32
RBBP5	400
DSTYK	657
TMCC2	62
NUAK2	98
KLHDC8A	0
LEMD1-AS1	3
LEMD1	0
BLACAT1	6
CDK18	5
LOC284578	1
MFSD4	9
ELK4	249
SLC45A3	333
NUCKS1	16838
RAB29	752
SLC41A1	323
PM20D1	0
LOC284581	0
SLC26A9	1
FAM72A	6
AVPR1B	0
C1orf186	3
CTSE	7
SRGAP2C	3
SRGAP2	358
IKBKE	529
RASSF5	355
EIF2D	510
DYRK3	44
MAPKAPK2	7120
IL10	2
IL19	0
IL20	0
IL24	84
FCMR	130
PIGR	5
FCAMR	0
C1orf116	7
YOD1	104
PFKFB2	196
C4BPB	112
C4BPA	0
CD55	759
CR2	2
CR1	3
CR1L	0
CD46	349
LOC148696	0
CD34	6
PLXNA2	189
CAMK1G	1
LAMB3	1179
G0S2	2580
HSD11B1	1
TRAF3IP3	1
C1orf74	176
IRF6	8
DIEXF	195
SYT14	0
SERTAD4-AS1	198
SERTAD4	518
HHAT	74
KCNH1	3
RCOR3	265
TRAF5	274
LINC00467	699
RD3	0
SLC30A1	24
LOC105748977	8
NEK2	298
LPGAT1	552
INTS7	402
DTL	376
LOC101929541	0
PPP2R5A	194
SNORA16B	0
TMEM206	147
NENF	636
LOC101929565	0
ATF3	199
FAM71A	0
BATF3	92
NSL1	9
TATDN3	79
SPATA45	1
FLVCR1-AS1	11
FLVCR1	105
VASH2	16
ANGEL2	254
RPS6KC1	181
PROX1-AS1	0
LINC00538	0
PROX1	21
SMYD2	367
PTPN14	2865
CENPF	4000
KCNK2	3
KCTD3	883
USH2A	0
LOC102723833	0
ESRRG	0
GPATCH2	285
SPATA17	14
SPATA17-AS1	1
LINC00210	0
LOC101929631	1
RRP15	900
TGFB2-AS1	385
TGFB2	4122
TGFB2-OT1	3510
LYPLAL1-AS1	85
LYPLAL1	204
RNU5F-1	0
SLC30A10	0
EPRS	1082
BPNT1	210
IARS2	1088
RAB3GAP2	987
SNORA36B	0
AURKAPS1	77
MARK1	47
C1orf115	24
MARC2	45
MARC1	32
LINC01352	0
HLX-AS1	2
HLX	23
C1orf140	1
DUSP10	78
LOC101929771	1
HHIPL2	24
TAF1A	96
TAF1A-AS1	0
MIA3	508
AIDA	333
BROX	666
FAM177B	1
DISP1	33
TLR5	12
SUSD4	18
CCDC185	0
CAPN8	0
CAPN2	1517
TP53BP2	330
GTF2IP20	49
FBXO28	121
DEGS1	688
LOC101927143	3
LOC101927164	467
NVL	517
CNIH4	1748
WDR26	758
CNIH3	54
DNAH14	123
LBR	1570
ENAH	1137
SRP9	589
EPHX1	73
TMEM63A	229
LEFTY1	10
PYCR2	3852
LEFTY2	0
SDE2	153
H3F3A	1609
H3F3AP4	7
ACBD3	1122
MIXL1	0
LIN9	144
PARP1	2685
C1orf95	1
ITPKB	68
ITPKB-IT1	0
PSEN2	380
ADCK3	440
CDC42BPA	1043
ZNF678	0
ZNF847P	0
LOC100130093	84
JMJD4	307
SNAP47	117
PRSS38	0
WNT9A	0
WNT3A	0
ARF1	5247
C1orf35	509
MRPL55	521
GUK1	1036
GJC2	36
IBA57-AS1	0
IBA57	48
C1orf145	18
OBSCN	58
TRIM11	3309
TRIM17	0
HIST3H3	0
HIST3H2A	0
HIST3H2BB	0
RNF187	1991
BTNL10	1
RHOU	61
DUSP5P1	53
RAB4A	162
SPHAR	35
CCSAP	192
ACTA1	0
NUP133	483
LOC101927478	1
ABCB10	62
TAF5L	201
URB2	143
GALNT2	540
PGBD5	5
COG2	151
AGT	30
CAPN9	0
C1orf198	211
LOC101927604	2
TTC13	52
ARV1	84
FAM89A	165
TRIM67	0
LOC149373	0
C1orf131	138
GNPAT	331
EXOC8	194
SPRTN	165
EGLN1	238
SNRPD2P2	0
TSNAX-DISC1	8
TSNAX	630
LINC00582	0
DISC1	52
DISC2	9
DISC1-IT1	0
SIPA1L2	61
LOC101927683	0
MAP10	63
NTPCR	133
PCNXL2	146
KIAA1804	93
KCNK1	97
SLC35F3	320
LOC101927765	40
COA6	384
TARBP1	67
LINC01354	0
IRF2BP2	1058
LINC00184	0
LOC101927787	3
LINC01132	1
LOC101927851	0
TOMM20	1020
SNORA14B	0
RBM34	505
ARID4B	975
GGPS1	158
TBCE	471
B3GALNT2	1079
GNG4	0
LYST	196
NID1	0
GPR137B	66
ERO1B	132
EDARADD	285
LGALS8	1525
LGALS8-AS1	3
HEATR1	1108
ACTN2	8
MTR	451
MT1HL1	3
RYR2	17
LOC100130331	1
ZP4	0
LINC01139	66
CHRM3	63
CHRM3-AS2	0
CHRM3-AS1	0
RPS7P5	5
FMN2	0
GREM2	3
RGS7	11
FH	639
KMO	102
OPN3	105
CHML	240
WDR64	0
EXO1	248
BECN2	0
MAP1LC3C	1
PLD5	1
LINC01347	0
CEP170	310
SDCCAG8	368
AKT3	132
LOC339529	0
ZBTB18	1083
C1orf100	4
ADSS	852
C1orf101	2
DESI2	228
COX20	711
HNRNPU-AS1	1038
HNRNPU	8287
LOC101928068	5
EFCAB2	121
KIF26B	0
SMYD3	424
LOC255654	0
TFB2M	115
CNST	77
SCCPDH	593
LINC01341	0
AHCTF1	380
ZNF695	96
ZNF670-ZNF695	9
ZNF670	373
ZNF669	42
C1orf229	7
ZNF124	85
VN1R5	0
ZNF496	2
NLRP3	40
OR2B11	0
OR2W5	0
GCSAML	0
GCSAML-AS1	0
OR2C3	0
OR2G2	0
OR2G3	0
OR13G1	0
OR6F1	0
OR1C1	0
OR14A16	0
OR11L1	0
TRIM58	4
OR2W3	0
OR2T8	1
OR2L13	0
OR2L8	0
OR2AK2	0
OR2L1P	0
OR2L5	0
OR2L2	0
OR2L3	0
OR2M1P	0
OR2M5	0
OR2M2	0
OR2M3	0
OR2M4	0
OR2T33	9
OR2T12	6
OR2M7	0
OR14C36	0
OR2T4	0
OR2T6	0
OR2T1	0
OR2T2	0
OR2T3	0
OR2T5	0
OR2G6	0
OR2T29	0
OR2T34	0
OR2T10	0
OR2T11	0
OR2T35	0
OR2T27	0
OR14I1	0
LOC101928226	0
LYPD8	0
SH3BP5L	977
ZNF672	163
ZNF692	192
PGBD2	50
TUBB8	2
ZMYND11	660
DIP2C	290
PRR26	7
LARP4B	1160
LOC101927762	3
GTPBP4	1031
IDI2	133
IDI2-AS1	5
IDI1	466
WDR37	76
LINC00200	0
ADARB2	0
ADARB2-AS1	0
LINC00700	1
LINC00701	0
PFKP	1668
PITRM1	561
PITRM1-AS1	12
LOC105376360	1
KLF6	2805
LOC101927964	0
LINC00702	6
LINC00703	1
LINC00704	147
LINC00705	5
AKR1E2	3
AKR1C6P	0
AKR1C1	29
AKR1C2	29
AKR1C3	140
AKR1C8P	0
AKR1C4	1
UCN3	0
TUBAL3	2
NET1	1764
CALML5	0
CALML3-AS1	0
CALML3	0
ASB13	41
FAM208B	157
GDI2	2313
ANKRD16	64
FBXO18	214
IL15RA	155
IL2RA	0
RBM17	1997
PFKFB3	1147
LOC399715	6
PRKCQ	6
PRKCQ-AS1	20
LOC101928150	2
LINC00706	31
LINC00707	15
SFMBT2	0
ITIH5	4
ITIH2	4
KIN	151
ATP5C1	858
TAF3	360
GATA3-AS1	0
GATA3	113
LINC00708	0
LOC105755953	0
LOC101928272	1
LINC00709	0
LOC101928298	0
LOC101928322	0
SFTA1P	264
LINC00710	0
CELF2	656
CELF2-AS2	9
CELF2-AS1	10
USP6NL	97
ECHDC3	110
PROSER2	1030
PROSER2-AS1	0
UPF2	757
DHTKD1	891
SEC61A2	389
NUDT5	680
CDC123	1995
CAMK1D	332
CCDC3	54
OPTN	3071
MCM10	550
RNU6-2	3
UCMA	0
PHYH	146
SEPHS1	718
BEND7	137
PRPF18	345
FRMD4A	350
LOC101928453	0
FAM107B	1807
CDNF	2
HSPA14	457
SUV39H2	77
DCLRE1C	288
MEIG1	1
OLAH	45
ACBD7	371
C10orf111	3
RPP38	174
NMT2	2262
PPIAP30	13
FAM171A1	581
ITGA8	3
FAM188A	115
PTER	135
C1QL3	8
RSU1	420
CUBN	9
TRDMT1	67
VIM-AS1	29
VIM	8454
ST8SIA6	0
ST8SIA6-AS1	0
HACD1	308
STAM-AS1	43
STAM	290
TMEM236	10
MRC1	0
SLC39A12	0
SLC39A12-AS1	1
CACNB2	23
NSUN6	123
ARL5B	20
MALRD1	0
LOC101928834	0
PLXDC2	2
NEBL	34
C10orf113	0
NEBL-AS1	3
CASC10	16
SKIDA1	19
MLLT10	284
DNAJC1	489
EBLN1	0
LOC100130992	4
COMMD3	450
COMMD3-BMI1	0
BMI1	453
SPAG6	0
LOC100499489	13
PIP4K2A	586
ARMC3	0
MSRB2	403
PTF1A	0
LINC01552	0
C10orf67	2
OTUD1	103
KIAA1217	293
ARHGAP21	1404
PRTFDC1	122
ENKUR	5
THNSL1	35
LINC01516	1
GPR158-AS1	0
GPR158	10
LINC00836	0
LOC101929073	1
MYO3A	0
GAD2	0
APBB1IP	279
LINC00264	0
LINC00202-2	0
PDSS1	147
ABI1	583
LINC00202-1	0
ANKRD26	164
YME1L1	945
MASTL	211
ACBD5	126
LRRC37A6P	3
PTCHD3	0
RAB18	1066
MKX	19
MKX-AS1	0
ARMC4	19
MPP7	7
WAC-AS1	798
WAC	3175
BAMBI	33
LINC01517	0
LINC00837	0
C10orf126	1
LYZL1	0
SVIL-AS1	358
SVIL	359
KIAA1462	96
LOC101929279	2
MTPAP	302
GOLGA2P6	1
MAP3K8	13
LYZL2	0
SVILP1	2
ZNF438	179
ZEB1-AS1	17
ZEB1	458
ARHGAP12	728
KIF5B	2798
EPC1	530
LOC102031319	0
LOC101929431	3
CCDC7	28
ITGB1	3524
NRP1	660
LINC00838	0
PARD3	629
PARD3-AS1	4
CUL2	172
CREM	88
CCNY	876
GJD4	3
FZD8	16
PCAT5	0
ANKRD30A	4
LINC00993	0
MTRNR2L7	16
ZNF248	75
ZNF33BP1	1
ZNF25	139
ZNF33A	644
ZNF37A	680
LOC100129055	0
HSD17B7P2	45
SEPT7P9	1
LINC00999	11
ACTR3BP5	0
LOC441666	41
CCNYL2	14
LINC00839	30
ZNF37BP	163
ZNF33B	174
LINC01518	10
BMS1	3604
LINC01264	0
RET	0
CSGALNACT2	416
RASGEF1A	19
FXYD4	0
HNRNPF	5295
ZNF487	0
ZNF239	24
ZNF485	18
ZNF32-AS3	0
ZNF32	172
ZNF32-AS1	170
ZNF32-AS2	18
HNRNPA3P1	71
LINC00619	0
LINC00840	0
LINC00841	0
C10orf142	0
CXCL12	0
TMEM72-AS1	0
TMEM72	1
RASSF4	86
C10orf10	75
C10orf25	47
ZNF22	1049
RSU1P2	0
ANKRD30BP3	0
OR13A1	0
ALOX5	3
LOC102724323	0
MARCH8	428
ZFAND4	31
FAM21C	376
AGAP4	39
PTPN20	4
BMS1P5	39
FAM35BP	40
SYT15	49
GPRIN2	12
NPY4R	0
CH17-360D5.1	0
LINC00842	49
HNRNPA1P33	11
ANXA8	135
FAM25C	1
FAM25G	1
AGAP9	80
BMS1P6	35
FAM35DP	86
ANTXRLP1	0
ANTXRL	0
FAM25BP	0
ANXA8L1	64
CTSLP2	0
ZNF488	31
RBP3	0
GDF2	0
GDF10	0
FRMPD2B	0
GLUD1P7	0
CTGLF12P	17
FRMPD2	0
MAPK8	716
ARHGAP22	149
WDFY4	2
LRRC18	0
VSTM4	2
FAM170B-AS1	0
FAM170B	0
C10orf128	1
C10orf71-AS1	0
C10orf71	0
DRGX	0
ERCC6	141
PGBD3	16
ERCC6-PGBD3	17
CHAT	0
SLC18A3	0
C10orf53	0
OGDHL	3
PARG	238
PARGP1	2
TIMM23B	11
AGAP7P	42
MSMB	2
NCOA4	1158
TIMM23	263
AGAP6	79
FAM21EP	5
FAM21A	313
ASAH2	2
SGMS1	129
SGMS1-AS1	1
ASAH2B	0
A1CF	3
PRKG1	14
LOC102724719	2
CSTF2T	265
PRKG1-AS1	1
DKK1	761
LINC01468	1
MBL2	0
PCDH15	0
MTRNR2L5	2
ZWINT	945
IPMK	298
CISD1	641
UBE2D1	146
TFAM	1114
BICC1	143
FAM133CP	197
LINC00844	2
CCHE1	0
PHYHIPL	3
FAM13C	4
SLC16A9	9
MRLN	0
CCDC6	670
LINC01553	0
ANK3	66
CDK1	1231
RHOBTB1	71
LINC00845	0
TMEM26	0
TMEM26-AS1	0
C10orf107	0
ARID5B	120
RTKN2	198
LOC283045	0
ZNF365	6
ADO	320
EGR2	5
NRBF2	385
JMJD1C	388
JMJD1C-AS1	11
REEP3	955
ANXA2P3	976
LINC01515	0
CTNNA3	1
LOC101928961	0
LRRTM3	0
DNAJC12	6
SIRT1	201
HERC4	800
POU5F1P5	22
MYPN	11
ATOH7	0
PBLD	14
HNRNPH3	3536
RUFY2	244
DNA2	166
SLC25A16	38
TET1	8
CCAR1	1968
SNORD98	0
STOX1	0
DDX50	1401
DDX21	6742
KIAA1279	261
SRGN	1555
VPS26A	469
SUPV3L1	207
LOC101928994	6
HKDC1	376
HK1	2317
TACR2	4
TSPAN15	37
NEUROG3	0
C10orf35	299
COL13A1	2484
H2AFY2	60
AIFM2	542
TYSND1	253
SAR1A	1170
PPA1	557
NPFFR1	0
LRRC20	205
EIF4EBP2	492
NODAL	0
PALD1	0
PRF1	2
ADAMTS14	7
TBATA	0
SGPL1	622
PCBD1	319
UNC5B	61
UNC5B-AS1	5
SLC29A3	96
CDH23	0
LOC102723377	0
C10orf105	2
C10orf54	60
PSAP	13921
CHST3	84
SPOCK2	3
ASCC1	302
ANAPC16	628
DDIT4	4687
DNAJB12	352
MICU1	354
MCU	594
OIT3	0
PLA2G12B	0
P4HA1	963
NUDT13	24
ECD	295
FAM149B1	54
DNAJC9	1088
DNAJC9-AS1	7
MRPS16	1295
CFAP70	10
ANXA7	589
MSS51	19
PPP3CB	708
PPP3CB-AS1	98
USP54	71
MYOZ1	2
SYNPO2L	2
AGAP5	49
BMS1P4	71
GLUD1P3	11
SEC24C	506
FUT11	40
CHCHD1	844
ZSWIM8	715
ZSWIM8-AS1	31
NDST2	118
CAMK2G	167
C10orf55	6
PLAU	2285
VCL	957
AP3M1	233
ADK	469
LOC102723439	7
KAT6B	221
DUPD1	0
DUSP13	10
SAMD8	289
VDAC2	1184
COMTD1	323
ZNF503	77
ZNF503-AS1	5
ZNF503-AS2	6
LOC101929234	0
C10orf11	2
KCNMA1	5
KCNMA1-AS1	0
KCNMA1-AS2	0
KCNMA1-AS3	0
DLG5	652
DLG5-AS1	20
POLR3A	476
RPS24	25720
LINC00856	0
LINC00595	1
ZMIZ1-AS1	173
ZMIZ1	422
PPIF	1439
ZCCHC24	708
EIF5AL1	730
SFTPA2	0
SFTPA1	0
BEND3P3	5
NUTM2B-AS1	12
NUTM2B	8
LOC642361	13
BMS1P21	7
MBL1P	3
SFTPD	1
TMEM254-AS1	5
TMEM254	87
PLAC9	1
ANXA11	976
LINC00857	71
MAT1A	0
DYDC1	1
DYDC2	7
FAM213A	952
TSPAN14	1362
LOC101929574	0
LOC102723703	9
SH2D4B	2
NRG3	0
NRG3-AS1	0
GHITM	1436
C10orf99	0
CDHR1	0
LRIT2	0
LRIT1	0
RGR	0
LINC00858	0
CCSER2	222
LINC01519	0
LOC101929646	0
LOC101929662	0
LINC01520	0
GRID1-AS1	0
GRID1	0
WAPAL	707
OPN4	0
LDB3	1
BMPR1A	21
MMRN2	5
SNCG	26
ADIRF	126
AGAP11	30
FAM25A	0
GLUD1	486
FAM35A	361
NUTM2A	12
NUTM2A-AS1	31
LOC439994	13
NUTM2D	2
LINC00864	2
MINPP1	164
PAPSS2	455
ATAD1	1268
CFL1P1	147
KLLN	4
PTEN	628
RNLS	26
LIPJ	0
LIPF	0
LIPK	0
LIPN	0
LIPM	0
ANKRD22	3
STAMBPL1	229
ACTA2-AS1	59
ACTA2	62
FAS	23
FAS-AS1	0
CH25H	20
LIPA	284
IFIT2	251
IFIT3	737
IFIT1B	2
IFIT1	119
IFIT5	176
SLC16A12	14
SLC16A12-AS1	7
PANK1	28
FLJ37201	1
KIF20B	922
LINC00865	11
LINC01375	0
LOC101926942	0
HTR7	20
RPP30	214
ANKRD1	15701
XLOC_008559	0
LINC00502	0
NUDT9P1	15
PCGF5	469
HECTD2-AS1	2
HECTD2	18
PPP1R3C	20
TNKS2-AS1	1
TNKS2	183
FGFBP3	62
BTAF1	188
CPEB3	52
MARCH5	975
MARK2P9	0
IDE	243
KIF11	370
HHEX	82
EXOC6	52
CYP26C1	0
CYP26A1	1
MYOF	717
CEP55	978
FFAR4	2
RBP4	0
PDE6C	0
FRA10AC1	496
LGI1	0
SLC35G1	4
PIPSL	111
PLCE1	96
PLCE1-AS2	0
PLCE1-AS1	0
NOC3L	315
TBC1D12	141
HELLS	839
CYP2C18	0
CYP2C19	0
CYP2C9	0
CYP2C8	0
ACSM6	0
PDLIM1	1190
SORBS1	16
ALDH18A1	427
TCTN3	118
ENTPD1	161
ENTPD1-AS1	8
C10orf131	1
CC2D2B	1
CCNJ	53
ZNF518A	309
BLNK	3
DNTT	0
OPALIN	0
TLL2	1
TM9SF3	6683
PIK3AP1	76
LCOR	338
C10orf12	85
SLIT1	2
SLIT1-AS1	0
ARHGAP19-SLIT1	0
ARHGAP19	169
FRAT1	40
FRAT2	107
RRP12	170
PGAM1	1315
EXOSC1	294
ZDHHC16	244
MMS19	5166
UBTD1	781
ANKRD2	0
HOGA1	3
C10orf62	0
MORN4	214
PI4K2A	360
AVPI1	70
MARVELD1	342
ZFYVE27	180
SFRP5	1
LINC00866	0
GOLGA7B	32
CRTAC1	1
R3HCC1L	159
LOXL4	215
PYROXD2	47
HPS1	432
HPSE2	0
CNNM1	2
GOT1	1285
LINC01475	0
NKX2-3	0
SLC25A28	217
ENTPD7	165
COX15	266
CUTC	122
ABCC2	10
DNMBP	1429
DNMBP-AS1	32
CPN1	1
ERLIN1	834
CHUK	582
CWF19L1	83
SNORA12	241
BLOC1S2	1442
PKD2L1	3
SCD	6929
OLMALINC	7
WNT8B	0
SEC31B	134
NDUFB8	3620
HIF1AN	1061
PAX2	0
FAM178A	368
SEMA4G	28
MRPL43	904
C10orf2	203
LZTS2	373
PDZD7	236
SFXN3	733
KAZALD1	23
TLX1NB	0
TLX1	0
LINC01514	0
LBX1	0
LBX1-AS1	0
LOC101927419	0
BTRC	215
POLL	285
DPCD	153
FBXW4	265
FGF8	0
NPM3	2325
MGEA5	1156
KCNIP2-AS1	5
KCNIP2	2
C10orf76	178
HPS6	485
LDB1	77
PPRC1	291
NOLC1	1481
ELOVL3	25
PITX3	1
GBF1	807
NFKB2	131
PSD	1
FBXL15	131
CUEDC2	129
RPARP-AS1	48
C10orf95	3
TMEM180	79
ACTR1A	840
SUFU	201
TRIM8	704
ARL3	718
SFXN2	96
WBP1L	470
CYP17A1	0
C10orf32	131
C10orf32-ASMT	0
AS3MT	60
CNNM2	49
NT5C2	701
RPEL1	13
INA	0
PCGF6	127
TAF5	239
USMG5	988
PDCD11	456
CALHM2	64
CALHM1	0
CALHM3	10
NEURL1-AS1	0
NEURL1	15
SH3PXD2A	572
SH3PXD2A-AS1	16
OBFC1	175
SLK	1282
COL17A1	67
SFR1	115
CFAP43	4
GSTO1	3584
GSTO2	10
ITPRIP	465
LOC101927472	0
CFAP58-AS1	2
CFAP58	7
LOC101927523	2
SORCS3	0
SORCS3-AS1	0
LOC101927549	0
SORCS1	0
LINC01435	0
RNU6-53P	0
XPNPEP1	804
ADD3-AS1	0
ADD3	339
MXI1	356
SMNDC1	518
DUSP5	993
SMC3	1623
RBM20	3
PDCD4-AS1	9
PDCD4	606
BBIP1	354
SHOC2	312
RPL13AP6	233
ADRA2A	0
GPAM	81
TECTB	0
GUCY2GP	0
ACSL5	727
ZDHHC6	230
VTI1A	149
LOC103344931	24
TCF7L2	705
HABP2	0
NRAP	0
CASP7	147
PLEKHS1	24
DCLRE1A	49
NHLRC2	66
ADRB1	14
CCDC186	186
TDRD1	0
VWA2	5
AFAP1L2	157
ABLIM1	579
LOC101927692	4
FAM160B1	131
TRUB1	365
LOC102724589	0
ATRNL1	63
GFRA1	27
CCDC172	0
PNLIPRP3	0
PNLIP	0
PNLIPRP1	0
PNLIPRP2	0
C10orf82	5
HSPA12A	58
ENO4	36
SHTN1	317
VAX1	4
KCNK18	0
SLC18A2	87
PDZD8	734
EMX2OS	1
EMX2	0
RAB11FIP2	228
CASC2	14
FAM204A	362
LINC00867	0
PRLHR	0
CACUL1	2003
NANOS1	282
EIF3A	5030
SNORA19	4
FAM45A	12
FAM45B	294
SFXN4	780
PRDX3	811
GRK5	203
RGS10	1567
TIAL1	1037
BAG3	2023
INPP5F	129
MCMBP	380
SEC23IP	336
PPAPDC1A	90
LINC01561	4
WDR11-AS1	3
WDR11	137
FGFR2	1
ATE1	187
ATE1-AS1	5
NSMCE4A	313
TACC2	205
BTBD16	2
PLEKHA1	136
ARMS2	0
