Gene,Control,Resistant,Log2FoldChange,p-value
ZBED6CL,24,30,0.3103401206121505,1.8141818536665456e-14
RARRES2,26,3,-2.7548875021634687,1.8141818536665456e-14
REPIN1,704,764,0.11783649029385809,1.8141818536665456e-14
ZNF775,125,150,0.2611248158251624,1.8141818536665456e-14
LOC728743,6,12,0.8930847960834881,1.8141818536665456e-14
LINC00996,3,0,-2.0,1.8141818536665456e-14
GIMAP2,1,1,0.0,1.8141818536665456e-14
TMEM176B,0,1,1.0,1.8141818536665456e-14
TMEM176A,0,1,1.0,1.8141818536665456e-14
NOS3,20,22,0.13124453327825272,1.8141818536665456e-14
ATG9B,1,6,1.8073549220576042,1.8141818536665456e-14
ABCB8,45,45,0.0,1.8141818536665456e-14
ASIC3,53,68,0.3536369546147004,1.8141818536665456e-14
CDK5,281,220,-0.35164879300736207,1.8141818536665456e-14
SLC4A2,653,444,-0.5554852996443225,1.8141818536665456e-14
FASTK,1492,1107,-0.4302562840853529,1.8141818536665456e-14
TMUB1,926,566,-0.709220603683302,1.8141818536665456e-14
AGAP3,1694,1848,0.12545995138048974,1.8141818536665456e-14
ABCF2,505,523,0.050429426843140175,1.8141818536665456e-14
CHPF2,534,422,-0.3388812281685595,1.8141818536665456e-14
SMARCD3,219,158,-0.46847675824030416,1.8141818536665456e-14
NUB1,1014,1001,-0.018597218877330114,1.8141818536665456e-14
WDR86,1,0,-1.0,1.8141818536665456e-14
RHEB,1247,949,-0.39361851564393824,1.8141818536665456e-14
PRKAG2,379,337,-0.16897617204876353,1.8141818536665456e-14
PRKAG2-AS1,39,61,0.632268215499513,1.8141818536665456e-14
GALNT11,164,188,0.19592020997525691,1.8141818536665456e-14
KMT2C,925,895,-0.04751346120263223,1.8141818536665456e-14
FABP5P3,6,8,0.36257007938470837,1.8141818536665456e-14
LINC01003,85,63,-0.42626475470209796,1.8141818536665456e-14
XRCC2,92,83,-0.14684138832927113,1.8141818536665456e-14
ACTR3B,191,142,-0.42509116394276686,1.8141818536665456e-14
PAXIP1-AS2,59,60,0.023846741954367662,1.8141818536665456e-14
PAXIP1,298,238,-0.32313486621735643,1.8141818536665456e-14
PAXIP1-AS1,192,89,-1.1006039409384056,1.8141818536665456e-14
INSIG1,1277,925,-0.464803737686758,1.8141818536665456e-14
BLACE,1,1,0.0,1.8141818536665456e-14
EN2,50,56,0.16046467219324612,1.8141818536665456e-14
LOC100506302,25,30,0.253756592245783,1.8141818536665456e-14
RBM33,618,721,0.22205942767290623,1.8141818536665456e-14
SHH,0,1,1.0,1.8141818536665456e-14
LOC389602,42,23,-0.8413022539809418,1.8141818536665456e-14
LOC285889,0,1,1.0,1.8141818536665456e-14
LINC01006,0,6,2.807354922057604,1.8141818536665456e-14
C7orf13,89,122,0.4506614090095652,1.8141818536665456e-14
RNF32,76,69,-0.13750352374993496,1.8141818536665456e-14
LMBR1,137,170,0.30932805810772873,1.8141818536665456e-14
NOM1,740,583,-0.3435051734258166,1.8141818536665456e-14
MNX1,130,464,1.8276639044579435,1.8141818536665456e-14
MNX1-AS1,31,56,0.8328900141647416,1.8141818536665456e-14
UBE3C,1525,1499,-0.024792461451287207,1.8141818536665456e-14
DNAJB6,4135,6235,0.59238474238285,1.8141818536665456e-14
PTPRN2,0,6,2.807354922057604,1.8141818536665456e-14
LOC100506585,0,2,1.584962500721156,1.8141818536665456e-14
NCAPG2,1673,1452,-0.20426482491750253,1.8141818536665456e-14
ESYT2,3053,2622,-0.21948225453186734,1.8141818536665456e-14
WDR60,802,534,-0.5858610962288052,1.8141818536665456e-14
LINC00689,1,0,-1.0,1.8141818536665456e-14
RPL23AP53,47,65,0.45943161863729726,1.8141818536665456e-14
ZNF596,8,32,1.874469117916141,1.8141818536665456e-14
FBXO25,230,407,0.8206763005554379,1.8141818536665456e-14
TDRP,77,100,0.37280926388954644,1.8141818536665456e-14
ERICH1,110,135,0.29304697490023335,1.8141818536665456e-14
DLGAP2,0,1,1.0,1.8141818536665456e-14
CLN8,82,146,0.8246329134894397,1.8141818536665456e-14
ARHGEF10,176,216,0.2939456823614818,1.8141818536665456e-14
KBTBD11-OT1,4,2,-0.7369655941662062,1.8141818536665456e-14
KBTBD11,29,45,0.6166713604484945,1.8141818536665456e-14
MYOM2,24,73,1.565597175854225,1.8141818536665456e-14
LOC101927815,0,1,1.0,1.8141818536665456e-14
LOC100287015,12,26,1.0544477840223765,1.8141818536665456e-14
MCPH1,36,68,0.8990710911492193,1.8141818536665456e-14
ANGPT2,25,52,1.027480736422107,1.8141818536665456e-14
MCPH1-AS1,4,7,0.6780719051126377,1.8141818536665456e-14
AGPAT5,298,328,0.13794209953713635,1.8141818536665456e-14
XKR5,0,1,1.0,1.8141818536665456e-14
DEFB1,2,0,-1.5849625007211563,1.8141818536665456e-14
FAM66B,1,0,-1.0,1.8141818536665456e-14
DEFB4B,0,4,2.321928094887362,1.8141818536665456e-14
DEFB103A,1,11,2.584962500721156,1.8141818536665456e-14
DEFB103B,1,5,1.584962500721156,1.8141818536665456e-14
FAM90A7P,0,2,1.584962500721156,1.8141818536665456e-14
DEFB4A,0,4,2.321928094887362,1.8141818536665456e-14
FAM86B3P,6,11,0.777607578663552,1.8141818536665456e-14
SGK223,1029,1001,-0.039761828875372336,1.8141818536665456e-14
CLDN23,40,86,1.0853914912306446,1.8141818536665456e-14
MFHAS1,374,548,0.5499155536219554,1.8141818536665456e-14
ERI1,212,179,-0.24285652389616355,1.8141818536665456e-14
PPP1R3B,62,81,0.3802720811181673,1.8141818536665456e-14
LOC101929128,0,2,1.584962500721156,1.8141818536665456e-14
TNKS,130,251,0.9438569219624663,1.8141818536665456e-14
MSRA,205,206,0.006986430316106851,1.8141818536665456e-14
LINCR-0001,1,7,2.0,1.8141818536665456e-14
RP1L1,10,18,0.7884958948062882,1.8141818536665456e-14
SOX7,3,10,1.4594316186372973,1.8141818536665456e-14
PINX1,112,145,0.36964559646482953,1.8141818536665456e-14
XKR6,8,23,1.4150374992788437,1.8141818536665456e-14
MTMR9,202,318,0.6520766965796931,1.8141818536665456e-14
SLC35G5,1,1,0.0,1.8141818536665456e-14
FAM167A,20,62,1.584962500721156,1.8141818536665456e-14
NEIL2,361,362,0.003979850912545243,1.8141818536665456e-14
FDFT1,975,1430,0.5520706191637815,1.8141818536665456e-14
CTSB,1643,2434,0.5667114732880216,1.8141818536665456e-14
FAM66D,1,0,-1.0,1.8141818536665456e-14
FAM86B1,35,38,0.11547721741993588,1.8141818536665456e-14
FAM90A25P,1,1,0.0,1.8141818536665456e-14
FAM86B2,3,1,-1.0,1.8141818536665456e-14
LOC100506990,72,73,0.01962880674893263,1.8141818536665456e-14
LOC729732,2,3,0.41503749927884376,1.8141818536665456e-14
LONRF1,114,155,0.4399121679178731,1.8141818536665456e-14
KIAA1456,10,10,0.0,1.8141818536665456e-14
DLC1,1321,1608,0.2834421492157545,1.8141818536665456e-14
C8orf48,44,69,0.6374299206152918,1.8141818536665456e-14
SGCZ,0,4,2.321928094887362,1.8141818536665456e-14
TUSC3,190,247,0.37676748235112656,1.8141818536665456e-14
MSR1,2,0,-1.5849625007211563,1.8141818536665456e-14
MICU3,27,49,0.8365012677171206,1.8141818536665456e-14
ZDHHC2,114,121,0.08524728661851118,1.8141818536665456e-14
CNOT7,851,833,-0.03080604678117459,1.8141818536665456e-14
VPS37A,152,176,0.21021770739034581,1.8141818536665456e-14
MTMR7,101,103,0.028014376169596473,1.8141818536665456e-14
SLC7A2,73,76,0.057333175065951626,1.8141818536665456e-14
PDGFRL,21,19,-0.13750352374993496,1.8141818536665456e-14
MTUS1,357,451,0.33636318515093117,1.8141818536665456e-14
FGL1,7,8,0.16992500144231237,1.8141818536665456e-14
PCM1,631,850,0.4292345735088598,1.8141818536665456e-14
ASAH1,38,81,1.0721497857558353,1.8141818536665456e-14
LOC101929066,7,3,-1.0,1.8141818536665456e-14
NAT1,98,94,-0.05950101174866183,1.8141818536665456e-14
PSD3,242,169,-0.5154215674680791,1.8141818536665456e-14
SH2D4A,213,206,-0.04798002890182163,1.8141818536665456e-14
CSGALNACT1,40,14,-1.4506614090095653,1.8141818536665456e-14
INTS10,187,262,0.4843301376146651,1.8141818536665456e-14
LPL,29,79,1.4150374992788437,1.8141818536665456e-14
SLC18A1,0,1,1.0,1.8141818536665456e-14
ATP6V1B2,1860,2794,0.5867702276714009,1.8141818536665456e-14
LZTS1,18,39,1.0740005814437767,1.8141818536665456e-14
LZTS1-AS1,0,1,1.0,1.8141818536665456e-14
XPO7,715,678,-0.07654801301952466,1.8141818536665456e-14
NPM2,3,35,3.169925001442312,1.8141818536665456e-14
FGF17,0,2,1.584962500721156,1.8141818536665456e-14
DMTN,66,57,-0.2081081953302004,1.8141818536665456e-14
FAM160B2,174,184,0.08017034868398336,1.8141818536665456e-14
NUDT18,31,25,-0.2995602818589078,1.8141818536665456e-14
HR,3,11,1.584962500721156,1.8141818536665456e-14
REEP4,1358,1107,-0.29458757471820296,1.8141818536665456e-14
LGI3,0,1,1.0,1.8141818536665456e-14
SFTPC,0,2,1.584962500721156,1.8141818536665456e-14
BMP1,311,229,-0.439912167917873,1.8141818536665456e-14
PHYHIP,3,5,0.5849625007211562,1.8141818536665456e-14
POLR3D,161,254,0.6545034339742333,1.8141818536665456e-14
PIWIL2,6,4,-0.4854268271702417,1.8141818536665456e-14
SLC39A14,447,581,0.37752042085067966,1.8141818536665456e-14
PPP3CC,44,58,0.39078995303216657,1.8141818536665456e-14
SORBS3,129,158,0.29051514225590097,1.8141818536665456e-14
PDLIM2,1,2,0.5849625007211562,1.8141818536665456e-14
C8orf58,44,58,0.39078995303216657,1.8141818536665456e-14
CCAR2,149,165,0.14622074085104392,1.8141818536665456e-14
BIN3,156,187,0.2599681027860103,1.8141818536665456e-14
BIN3-IT1,4,9,1.0,1.8141818536665456e-14
EGR3,0,2,1.584962500721156,1.8141818536665456e-14
LOC101929237,1,0,-1.0,1.8141818536665456e-14
RHOBTB2,310,375,0.27381808154703474,1.8141818536665456e-14
TNFRSF10B,1016,1486,0.5480849681949186,1.8141818536665456e-14
LOC286059,0,3,2.0,1.8141818536665456e-14
LOC254896,11,15,0.41503749927884376,1.8141818536665456e-14
TNFRSF10D,251,519,1.0450878895285383,1.8141818536665456e-14
TNFRSF10A,34,59,0.777607578663552,1.8141818536665456e-14
LOC389641,19,24,0.32192809488736235,1.8141818536665456e-14
CHMP7,346,288,-0.2638661700775822,1.8141818536665456e-14
R3HCC1,226,209,-0.11230296962479239,1.8141818536665456e-14
LOXL2,3211,4042,0.33195431075438026,1.8141818536665456e-14
LOC100507156,8,22,1.3536369546147005,1.8141818536665456e-14
ENTPD4,326,371,0.18601198560994894,1.8141818536665456e-14
SLC25A37,5232,7647,0.5474442643660334,1.8141818536665456e-14
NKX3-1,99,105,0.08406426478847456,1.8141818536665456e-14
STC1,2744,1750,-0.6486270654590032,1.8141818536665456e-14
ADAM28,45,12,-1.8231222379159209,1.8141818536665456e-14
DOCK5,125,139,0.15200309344505006,1.8141818536665456e-14
GNRH1,17,13,-0.36257007938470825,1.8141818536665456e-14
KCTD9,255,246,-0.05163276841532235,1.8141818536665456e-14
CDCA2,406,407,0.0035403577052486607,1.8141818536665456e-14
EBF2,0,3,2.0,1.8141818536665456e-14
PPP2R2A,992,1373,0.4685163812897263,1.8141818536665456e-14
BNIP3L,793,856,0.11015619696954196,1.8141818536665456e-14
PNMA2,106,176,0.7261385636818506,1.8141818536665456e-14
DPYSL2,1056,1098,0.05621600956654807,1.8141818536665456e-14
ADRA1A,0,1,1.0,1.8141818536665456e-14
TRIM35,67,85,0.3388019134517585,1.8141818536665456e-14
PTK2B,58,147,1.3268103162671085,1.8141818536665456e-14
EPHX2,0,3,2.0,1.8141818536665456e-14
CLU,329,354,0.10535300014622853,1.8141818536665456e-14
SCARA3,44,39,-0.16992500144231243,1.8141818536665456e-14
CCDC25,1096,1304,0.2504862810540539,1.8141818536665456e-14
ESCO2,57,73,0.3514723705013778,1.8141818536665456e-14
PBK,441,395,-0.1585459393118219,1.8141818536665456e-14
SCARA5,0,3,2.0,1.8141818536665456e-14
NUGGC,0,4,2.321928094887362,1.8141818536665456e-14
ELP3,155,193,0.3145106233248794,1.8141818536665456e-14
ZNF395,2222,1471,-0.594730276969977,1.8141818536665456e-14
FBXO16,3,10,1.4594316186372973,1.8141818536665456e-14
FZD3,152,186,0.289506617194985,1.8141818536665456e-14
EXTL3-AS1,0,4,2.321928094887362,1.8141818536665456e-14
EXTL3,335,385,0.20013961448932002,1.8141818536665456e-14
INTS9,147,160,0.12146351248566734,1.8141818536665456e-14
HMBOX1,23,56,1.2479275134435854,1.8141818536665456e-14
KIF13B,67,93,0.46712601042729796,1.8141818536665456e-14
DUSP4,6023,4324,-0.4780216372604788,1.8141818536665456e-14
LINC00589,6,4,-0.4854268271702417,1.8141818536665456e-14
LOC101929450,0,1,1.0,1.8141818536665456e-14
LOC101929470,3,3,0.0,1.8141818536665456e-14
FAM183CP,3,1,-1.0,1.8141818536665456e-14
SARAF,659,783,0.24838762986939256,1.8141818536665456e-14
LEPROTL1,311,360,0.21045280802492278,1.8141818536665456e-14
DCTN6,206,235,0.18915609186251597,1.8141818536665456e-14
RBPMS-AS1,0,9,3.321928094887362,1.8141818536665456e-14
RBPMS,72,95,0.3951379418411389,1.8141818536665456e-14
GTF2E2,441,530,0.264665491412722,1.8141818536665456e-14
GSR,893,734,-0.28253058145959103,1.8141818536665456e-14
UBXN8,48,66,0.45137934634256416,1.8141818536665456e-14
PPP2CB,1423,1586,0.15635298186878407,1.8141818536665456e-14
TEX15,2,0,-1.5849625007211563,1.8141818536665456e-14
WRN,108,162,0.5805438294541511,1.8141818536665456e-14
NRG1,42,25,-0.7258250365610058,1.8141818536665456e-14
FUT10,17,19,0.15200309344505006,1.8141818536665456e-14
MAK16,186,229,0.2985955910567386,1.8141818536665456e-14
TTI2,69,87,0.3301486016923308,1.8141818536665456e-14
RNF122,15,13,-0.19264507794239588,1.8141818536665456e-14
DUSP26,0,4,2.321928094887362,1.8141818536665456e-14
LINC01605,145,149,0.0389941316158638,1.8141818536665456e-14
ZNF703,1188,1073,-0.14675472176024318,1.8141818536665456e-14
LOC102723701,3,3,0.0,1.8141818536665456e-14
ERLIN2,195,215,0.14017765804826018,1.8141818536665456e-14
LOC728024,1,1,0.0,1.8141818536665456e-14
PROSC,242,453,0.9017359836851341,1.8141818536665456e-14
ADGRA2,100,168,0.7426679535303895,1.8141818536665456e-14
BRF2,145,225,0.6303544035351705,1.8141818536665456e-14
RAB11FIP1,605,537,-0.1717116209163268,1.8141818536665456e-14
EIF4EBP1,224,368,0.7136958148433589,1.8141818536665456e-14
ASH2L,248,249,0.005782352594006178,1.8141818536665456e-14
STAR,0,6,2.807354922057604,1.8141818536665456e-14
LSM1,372,376,0.015388893013426514,1.8141818536665456e-14
BAG4,135,135,0.0,1.8141818536665456e-14
DDHD2,132,171,0.37098231920090824,1.8141818536665456e-14
PPAPDC1B,114,236,1.043253197953884,1.8141818536665456e-14
WHSC1L1,329,485,0.558490289359965,1.8141818536665456e-14
LETM2,144,143,-0.009984088572622125,1.8141818536665456e-14
FGFR1,1107,1676,0.597924807515158,1.8141818536665456e-14
C8orf86,0,2,1.584962500721156,1.8141818536665456e-14
TACC1,1827,2909,0.6707530827375765,1.8141818536665456e-14
PLEKHA2,270,255,-0.0821490413538716,1.8141818536665456e-14
HTRA4,0,1,1.0,1.8141818536665456e-14
TM2D2,221,268,0.2770464962065182,1.8141818536665456e-14
ADAM9,676,936,0.4688932140841901,1.8141818536665456e-14
ADAM32,4,1,-1.3219280948873622,1.8141818536665456e-14
ADAM18,0,1,1.0,1.8141818536665456e-14
IDO1,4,3,-0.3219280948873623,1.8141818536665456e-14
C8orf4,0,1,1.0,1.8141818536665456e-14
SFRP1,3,0,-2.0,1.8141818536665456e-14
GOLGA7,366,506,0.4662056841601278,1.8141818536665456e-14
GINS4,198,121,-0.7058872829807625,1.8141818536665456e-14
LOC102723729,3,5,0.5849625007211562,1.8141818536665456e-14
AGPAT6,904,1186,0.3913302376713389,1.8141818536665456e-14
ANK1,155,101,-0.6129768768907528,1.8141818536665456e-14
KAT6A,912,1313,0.5252785103381076,1.8141818536665456e-14
AP3M2,489,681,0.4769899900216019,1.8141818536665456e-14
PLAT,1211,641,-0.9167444963506477,1.8141818536665456e-14
LOC101929897,1,0,-1.0,1.8141818536665456e-14
IKBKB,309,411,0.4103761219089809,1.8141818536665456e-14
POLB,157,141,-0.15403362867242085,1.8141818536665456e-14
VDAC3,916,798,-0.19872623066707762,1.8141818536665456e-14
SLC20A2,133,187,0.488499661219865,1.8141818536665456e-14
SMIM19,79,125,0.655351828612554,1.8141818536665456e-14
THAP1,43,57,0.3985493764902748,1.8141818536665456e-14
RNF170,176,243,0.4631317874798888,1.8141818536665456e-14
HOOK3,447,681,0.6062730069665684,1.8141818536665456e-14
FNTA,284,395,0.4745385110275057,1.8141818536665456e-14
HGSNAT,370,423,0.19264507794239583,1.8141818536665456e-14
LOC100287846,0,2,1.584962500721156,1.8141818536665456e-14
SPIDR,82,100,0.28317205140487,1.8141818536665456e-14
CEBPD,300,272,-0.14086253583984967,1.8141818536665456e-14
PRKDC,572,609,0.09027410369334382,1.8141818536665456e-14
MCM4,1178,1019,-0.20899456612090478,1.8141818536665456e-14
UBE2V2,1270,1339,0.07626897034017577,1.8141818536665456e-14
SNAI2,59,84,0.5025003405291834,1.8141818536665456e-14
PXDNL,0,1,1.0,1.8141818536665456e-14
PCMTD1,83,79,-0.07038932789139803,1.8141818536665456e-14
RB1CC1,279,365,0.386416821339076,1.8141818536665456e-14
OPRK1,0,1,1.0,1.8141818536665456e-14
ATP6V1H,216,234,0.11496571412052052,1.8141818536665456e-14
RGS20,41,40,-0.03476541816067664,1.8141818536665456e-14
TCEA1,228,425,0.8955058321288942,1.8141818536665456e-14
LYPLA1,217,336,0.628420456404932,1.8141818536665456e-14
MRPL15,654,589,-0.1507799521756091,1.8141818536665456e-14
RP1,1,4,1.3219280948873624,1.8141818536665456e-14
SBF1P1,7,8,0.16992500144231237,1.8141818536665456e-14
TMEM68,62,82,0.39775950784700825,1.8141818536665456e-14
TGS1,123,180,0.5456495766963302,1.8141818536665456e-14
LYN,333,350,0.07162292783050835,1.8141818536665456e-14
RPS20,11092,14307,0.36717244155080053,1.8141818536665456e-14
SNORD54,0,1,1.0,1.8141818536665456e-14
PLAG1,77,94,0.28445338946869936,1.8141818536665456e-14
CHCHD7,279,329,0.23703919730084938,1.8141818536665456e-14
SDR16C5,27,54,0.9740047914670554,1.8141818536665456e-14
SDR16C6P,1,0,-1.0,1.8141818536665456e-14
IMPAD1,583,465,-0.325638414225737,1.8141818536665456e-14
LINC01602,4,1,-1.3219280948873622,1.8141818536665456e-14
FAM110B,6,3,-0.8073549220576042,1.8141818536665456e-14
UBXN2B,25,40,0.6571122864769915,1.8141818536665456e-14
SDCBP,3620,6785,0.906173253234799,1.8141818536665456e-14
NSMAF,546,1112,1.024840854549403,1.8141818536665456e-14
TOX,18,29,0.658963082164933,1.8141818536665456e-14
LINC01301,1,1,0.0,1.8141818536665456e-14
RAB2A,919,982,0.09555755539620554,1.8141818536665456e-14
CHD7,251,407,0.6951454184715792,1.8141818536665456e-14
LOC100130298,2,1,-0.5849625007211563,1.8141818536665456e-14
CLVS1,296,276,-0.10057695475157752,1.8141818536665456e-14
ASPH,1813,1782,-0.024867752903527555,1.8141818536665456e-14
GGH,203,242,0.2523871616342853,1.8141818536665456e-14
TTPA,6,3,-0.8073549220576042,1.8141818536665456e-14
YTHDF3-AS1,6,6,0.0,1.8141818536665456e-14
YTHDF3,1119,1378,0.30012372456901387,1.8141818536665456e-14
ARMC1,930,603,-0.6242326182337148,1.8141818536665456e-14
MTFR1,133,179,0.4257639058719024,1.8141818536665456e-14
PDE7A,60,83,0.46158008521587396,1.8141818536665456e-14
CRH,0,1,1.0,1.8141818536665456e-14
RRS1-AS1,5,6,0.22239242133644802,1.8141818536665456e-14
RRS1,650,904,0.4752602488049322,1.8141818536665456e-14
ADHFE1,9,5,-0.7369655941662062,1.8141818536665456e-14
C8orf46,18,24,0.3959286763311393,1.8141818536665456e-14
MYBL1,198,200,0.014427070635279838,1.8141818536665456e-14
VCPIP1,59,76,0.35989594508638295,1.8141818536665456e-14
C8orf44,1,7,2.0,1.8141818536665456e-14
C8orf44-SGK3,1,6,1.8073549220576042,1.8141818536665456e-14
SGK3,91,176,0.9440435940259847,1.8141818536665456e-14
PTTG3P,169,122,-0.4668764307984619,1.8141818536665456e-14
MCMDC2,638,859,0.428520728642466,1.8141818536665456e-14
SNHG6,1680,2876,0.7752454965031197,1.8141818536665456e-14
SNORD87,5,0,-2.584962500721156,1.8141818536665456e-14
PPP1R42,0,1,1.0,1.8141818536665456e-14
COPS5,166,201,0.2745071902777425,1.8141818536665456e-14
CSPP1,266,436,0.7107935378130444,1.8141818536665456e-14
ARFGEF1,248,379,0.609853676262867,1.8141818536665456e-14
CPA6,0,2,1.584962500721156,1.8141818536665456e-14
NCOA2,11,19,0.7369655941662062,1.8141818536665456e-14
LOC101926892,1,1,0.0,1.8141818536665456e-14
TRAM1,689,1094,0.6662626028230043,1.8141818536665456e-14
LACTB2-AS1,27,37,0.4405725913859814,1.8141818536665456e-14
LACTB2,101,137,0.43609911480667357,1.8141818536665456e-14
XKR9,19,24,0.32192809488736235,1.8141818536665456e-14
EYA1,11,6,-0.777607578663552,1.8141818536665456e-14
MSC-AS1,1,0,-1.0,1.8141818536665456e-14
TERF1,102,127,0.3134994728167815,1.8141818536665456e-14
SBSPON,5,4,-0.2630344058337938,1.8141818536665456e-14
C8orf89,0,3,2.0,1.8141818536665456e-14
RPL7,579,764,0.39940684756507955,1.8141818536665456e-14
RDH10,36,48,0.40525647848625845,1.8141818536665456e-14
RDH10-AS1,0,2,1.584962500721156,1.8141818536665456e-14
STAU2-AS1,1,1,0.0,1.8141818536665456e-14
STAU2,317,376,0.24553775798430902,1.8141818536665456e-14
UBE2W,109,156,0.5132610353669674,1.8141818536665456e-14
TCEB1,681,675,-0.012748492741988133,1.8141818536665456e-14
TMEM70,279,272,-0.03652587602511404,1.8141818536665456e-14
LY96,13,42,1.618909832644494,1.8141818536665456e-14
JPH1,14,29,1.0,1.8141818536665456e-14
GDAP1,17,70,1.9798221180623699,1.8141818536665456e-14
PI15,1,0,-1.0,1.8141818536665456e-14
CRISPLD1,12,13,0.10691520391651188,1.8141818536665456e-14
CASC9,0,2,1.584962500721156,1.8141818536665456e-14
LINC01111,2,5,1.0,1.8141818536665456e-14
ZFHX4,74,69,-0.0995356735509144,1.8141818536665456e-14
PEX2,91,117,0.3590810933048283,1.8141818536665456e-14
LOC102724874,0,1,1.0,1.8141818536665456e-14
PKIA,99,84,-0.23446525363702297,1.8141818536665456e-14
PKIA-AS1,3,2,-0.4150374992788438,1.8141818536665456e-14
ZC2HC1A,157,270,0.7783682931767687,1.8141818536665456e-14
LOC101241902,0,1,1.0,1.8141818536665456e-14
IL7,0,7,3.0,1.8141818536665456e-14
HEY1,3,15,2.0,1.8141818536665456e-14
LINC01607,5,7,0.41503749927884376,1.8141818536665456e-14
LOC101927040,0,1,1.0,1.8141818536665456e-14
MRPS28,122,120,-0.02365126806464533,1.8141818536665456e-14
TPD52,351,392,0.1589538836213092,1.8141818536665456e-14
ZBTB10,213,366,0.7781692664420657,1.8141818536665456e-14
ZNF704,55,173,1.6355885737911242,1.8141818536665456e-14
PAG1,637,375,-0.7628237620872321,1.8141818536665456e-14
